Dealer PPM,Created On,Brand Affiliation,Build Date,Comment,Created By,Created By Delegate,Customer Name,Date failure,Date of Repair,Delivery Date,Event Type,Hours at failure,Modified By,Modified By Delegate,Modified On,Owner,Primary Affected Unit,Prime Product Application Category Code,Prime Product Application Category Name,Prime Product Application Code,Prime Product Application Name,Prime Product Family,Prime Product Family Code,Prime Product General Arrangement Number,Prime Product Model,Prime Product Source Facility,Product SNP,Record Created On,Serial Number,Service Meter Unit,SNP,Source Plant Code,Status,Status Reason,Work Order Number
CRM-614504-H6C6,5/2/2017 0:28,Caterpillar,8/7/2015,"Clutches slipping, wave spring failure.","Spoor, Gordon A",,WARMAC VENTURES LTD,1/23/2017,,12/8/2015,Dealer PPM,1919,"User, System","Morr, Tara L",11/10/2017 10:02,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500125,,4L5,LG,Active,Active,9106447
CRM-614518-P9W5,5/2/2017 0:58,Caterpillar,1/17/2015,"No failure, can see the hoses with rub marks, chaffing and wear from rubbing against each other, harnesses or metal parts.","Spoor, Gordon A",,AMBOY LOGGING LTD,3/14/2017,,9/14/2015,Dealer PPM,2850,"Morr, Tara L",,11/10/2017 9:59,"Spoor, Gordon A",Yes,115,LOGGING,410,Access Road Construction & Maintenance,Wheel Skidder,WK,3664835,555D,Lagrange Plant  (Ga),PGY,,PGY00113,,PGY,LG,Active,Active,
CRM-614689-N2J5,5/2/2017 4:37,Caterpillar,4/20/2016,Intermittent codes - wiring issue.,"Spoor, Gordon A",,STONY LAKE LOGGING LTD,1/26/2017,,12/22/2016,Dealer PPM,500,"User, System","Morr, Tara L",11/10/2017 10:04,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4766817,555D,Lagrange Plant  (Ga),5L5,,5L500109,,5L5,LG,Active,Active,
CRM-614708-Y8Q2,5/2/2017 4:59,Caterpillar,10/26/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,7/5/2016,Dealer PPM,4063,"User, System","Morr, Tara L",11/10/2017 2:18,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00932,,TFK,U2,Active,Active,
CRM-614708-Y8Q2,5/2/2017 5:00,Caterpillar,9/28/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/17/2016,Dealer PPM,3670,"User, System","Morr, Tara L",11/10/2017 2:18,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00871,,TFK,U2,Active,Active,
CRM-614708-Y8Q2,5/2/2017 5:01,Caterpillar,2/15/2016,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,4/15/2016,Dealer PPM,3619,"User, System","Morr, Tara L",11/10/2017 2:18,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,3786447,745C,Caterpillar (U.K.) Limited,TFK,,TFK01179,,TFK,U2,Active,Active,
CRM-614708-Y8Q2,5/2/2017 5:02,Caterpillar,12/2/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,5/30/2016,Dealer PPM,3480,"User, System","Morr, Tara L",11/10/2017 2:18,"SCHULZ, Dan",No,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4734462,745C,Caterpillar (U.K.) Limited,TFK,,TFK01012,,TFK,U2,Active,Active,
CRM-614708-Y8Q2,5/2/2017 5:03,Caterpillar,10/21/2015,,"SCHULZ, Dan",,PEACE RIVER HYDRO PARTNERS,,,6/19/2016,Dealer PPM,3561,"Morr, Tara L",,11/10/2017 2:18,"SCHULZ, Dan",Yes,111,HEAVY CONSTRUCTION,209,Dams/Levees/Canals/& Othr Waterway Const,Articulated Trucks,AD,4707664,745C,Caterpillar (U.K.) Limited,TFK,,TFK00929,,TFK,U2,Active,Active,
CRM-614689-N2J5,5/2/2017 5:11,Caterpillar,2/16/2015,Seat harness - hydraulic lock came on by itself.,"Spoor, Gordon A",,M.ALLEN LOGGING CO LTD,5/20/2015,6/12/2015,4/22/2015,Dealer PPM,156,"User, System","Morr, Tara L",11/10/2017 10:04,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500104,,4L5,LG,Active,Active,1433891
CRM-614689-N2J5,5/2/2017 5:17,Caterpillar,1/13/2016,Intermittent wiring issue.,"Spoor, Gordon A",,ECOLINK FOREST SERVICES LTD,3/17/2017,3/27/2017,5/25/2016,Dealer PPM,1894,"User, System","Morr, Tara L",11/10/2017 10:04,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500136,,4L5,LG,Active,Active,
CRM-614689-N2J5,5/2/2017 5:42,Caterpillar,8/7/2015,Harness getting stretched in center hitch area.,"Spoor, Gordon A",,WARMAC VENTURES LTD,3/21/2016,4/12/2016,12/8/2015,Dealer PPM,796,"Morr, Tara L",,11/10/2017 10:04,"Spoor, Gordon A",Yes,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500125,,4L5,LG,Active,Active,
CRM-614745-H2W1,5/2/2017 6:04,Caterpillar,8/7/2015,Severe voiding,"Spoor, Gordon A",,WARMAC VENTURES LTD,10/27/2015,,12/8/2015,Dealer PPM,4,"User, System","Morr, Tara L",11/10/2017 10:06,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500125,,4L5,LG,Active,Active,
CRM-614745-H2W1,5/2/2017 6:06,Caterpillar,2/16/2015,Severe voiding to arch cylinder. ,"Spoor, Gordon A",,M.ALLEN LOGGING CO LTD,7/29/2015,,4/22/2015,Dealer PPM,500,"User, System","Morr, Tara L",11/10/2017 10:06,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500104,,4L5,LG,Active,Active,
CRM-614745-H2W1,5/2/2017 6:08,Caterpillar,2/16/2015,"Severe voiding, arch rods bent, seals damaged","Spoor, Gordon A",,M.ALLEN LOGGING CO LTD,4/19/2017,5/25/2017,4/22/2015,Dealer PPM,3646,"User, System","Morr, Tara L",11/10/2017 10:06,"Spoor, Gordon A",No,115,LOGGING,405,Timber Harvesting,Wheel Skidder,WK,4337131,545D,Lagrange Plant  (Ga),4L5,,4L500104,,4L5,LG,Active,Active,1604251
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,7/17/2012,Cracked Broke,"Lucas, Anthony J",,CHAYCE CONCRETE,,5/14/2013,10/22/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00882,,SKR,34,Active,Active,9788996
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,4/26/2012,Rod Binds,"Lucas, Anthony J",,CASHMAN EQUIPMENT CO,,10/11/2013,9/5/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00373,,SKR,34,Active,Active,1642247
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/21/2013,Binds,"Lucas, Anthony J",,CITY WIDE CONTRACTING LLC,,11/1/2013,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01670,,SKR,34,Active,Active,1642648
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,11/6/2012,Bound,"Lucas, Anthony J",,CASHMAN EQUIPMENT CO,,2/25/2014,3/26/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01394,,SKR,34,Active,Active,1645351
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/20/2013,Rod Cracked/Fatigue,"Lucas, Anthony J",,ACTION DIRECT LLC,,6/27/2014,6/4/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01656,,SKR,34,Active,Active,9854258
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,4/26/2012,Incorrectly Assemble,"Lucas, Anthony J",,"RHINO CONTRACTING, LLC",,8/14/2014,4/26/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00372,,SKR,34,Active,Active,1649865
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,3/28/2013,Bolt Cracked,"Lucas, Anthony J",,OLSON EXCAVATING INC,,10/20/2014,3/31/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01879,,SKR,34,Active,Active,9880378
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,3/28/2013,Adjt Rod Cracked,"Lucas, Anthony J",,OLSON EXCAVATING INC,,10/20/2014,3/31/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01879,,SKR,34,Active,Active,9880378
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,3/28/2013,Cracked At Threads,"Lucas, Anthony J",,OLSON EXCAVATING INC,,11/3/2014,3/31/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01879,,SKR,34,Active,Active,9881836
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,7/17/2012,Rod Cracked On Threa,"Lucas, Anthony J",,CHAYCE CONCRETE,,11/7/2014,10/22/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00882,,SKR,34,Active,Active,9883123
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/4/2014,Adj Rod Cracked,"Lucas, Anthony J",,ACTION DIRECT LLC,,1/15/2015,6/16/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03165,,SKR,34,Active,Active,9893687
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/5/2014,Bent,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,2/2/2015,6/4/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03171,,SKR,34,Active,Active,1654346
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,11/6/2012,Binding,"Lucas, Anthony J",,CASHMAN EQUIPMENT CO,,1/16/2015,3/26/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01394,,SKR,34,Active,Active,1653978
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,10/7/2014,Fractured Rod,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,5/16/2015,12/17/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04650,,SKR,34,Active,Active,9917257
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,7/17/2012,Fractured Rod,"Lucas, Anthony J",,WARDS TRACTOR WORKS INC,,5/19/2015,11/28/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00884,,SKR,34,Active,Active,9917944
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,10/7/2014,Adj Rod Cracked Thre,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,5/16/2015,12/17/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04650,,SKR,34,Active,Active,9917257
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,7/17/2012,Cracked At Threads,"Lucas, Anthony J",,WARDS TRACTOR WORKS INC,,5/19/2015,11/28/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00884,,SKR,34,Active,Active,9917944
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/12/2013,Adj Rod Cracked Thre,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,6/1/2015,5/9/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01599,,SKR,34,Active,Active,9919867
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,7/17/2012,Cracked Rod,"Lucas, Anthony J",,CHAYCE CONCRETE,,9/29/2015,10/22/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00882,,SKR,34,Active,Active,9942645
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,10/7/2014,Fractured Rod,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,11/9/2015,12/17/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR04650,,SKR,34,Active,Active,9949131
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/12/2013,Fractured Rod,"Lucas, Anthony J",,N P L - 40 - PHOENIX,,2/19/2016,5/9/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01600,,SKR,34,Active,Active,9966531
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,1/9/2014,Bent,"Lucas, Anthony J",,FRONTIER EXCAVATION INC,,4/23/2015,7/16/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03039,,SKR,34,Active,Active,9912099
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,2/19/2013,Rod Separated,"Lucas, Anthony J",,N P L - CORPORATE,,3/17/2015,8/9/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01651,,SKR,34,Active,Active,9906651
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,5/15/2014,Rod Separated,"Lucas, Anthony J",,GRADY'S QUALITY EXCAVATING,,3/26/2015,8/19/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3983668,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03855,,SKR,34,Active,Active,9905033
CRM-614568-Q4Y7,5/3/2017 5:29,Caterpillar,4/2/2014,Rod Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,12/2/2015,7/16/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03609,,SKR,34,Active,Active,9953315
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,11/6/2012,Rod Bent,"Lucas, Anthony J",,J WISE CORP,,12/29/2015,1/21/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,276,Underground Utility & Communications,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01392,,SKR,34,Active,Active,1664271
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,11/5/2012,Rod Separated,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,2/3/2016,1/15/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01387,,SKR,34,Active,Active,9963808
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,9/12/2012,Adjuster Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,5/11/2016,1/22/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01218,,SKR,34,Active,Active,1667964
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/13/2013,Adjusted Wrong,"Lucas, Anthony J",,STORMWATER PROS LLC,,8/2/2016,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01621,,SKR,34,Active,Active,9995752
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/22/2013,Siezed,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,7/25/2016,7/1/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR02029,,SKR,34,Active,Active,9990106
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/14/2014,Bent,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,11/7/2016,3/18/2015,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR03673,,SKR,34,Active,Active,1673374
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,9/12/2012,Binds/Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,1/20/2017,1/22/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01218,,SKR,34,Active,Active,1675392
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/20/2013,,"Lucas, Anthony J",,ACTION DIRECT LLC,,7/22/2013,6/4/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01656,,SKR,34,Active,Active,9801213
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/18/2013,Incorrectly Position,"Lucas, Anthony J",,REDPOINT CONTRACTING,,10/7/2013,10/7/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,,,251,Commercial & Public Site Development,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR02006,,SKR,34,Active,Active,9814408
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/11/2013,Rod Cracked,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,2/5/2014,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01580,,SKR,34,Active,Active,9833162
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/26/2012,Binding Tibu7221d,"Lucas, Anthony J",,"RHINO CONTRACTING, LLC",,2/6/2014,4/26/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00372,,SKR,34,Active,Active,9833320
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/11/2013,,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,2/18/2014,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01580,,SKR,34,Active,Active,1645186
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/7/2013,Casting Defect,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,4/7/2014,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01552,,SKR,34,Active,Active,9844127
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/22/2013,Cracked At Threads,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,6/13/2014,4/3/2014,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR02032,,SKR,34,Active,Active,9856130
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/27/2012,Seperated,"Lucas, Anthony J",,R STREAMLINE DESIGN LLC,,6/19/2014,9/26/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00383,,SKR,34,Active,Active,9857543
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,2/14/2013,Broke In Half,"Lucas, Anthony J",,CARETAKER,,7/11/2014,4/30/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01629,,SKR,34,Active,Active,9861855
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,4/27/2012,Rod Broke In Half,"Lucas, Anthony J",,FANN CONTRACTING INC,,7/16/2014,9/24/2012,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR00389,,SKR,34,Active,Active,9862727
CRM-614568-Q4Y7,5/3/2017 5:30,Caterpillar,11/5/2012,Snapped,"Lucas, Anthony J",,CAT BCP RENTAL FLEET INVT,,8/26/2014,4/1/2013,Dealer PPM,,"User, System","Morr, Tara L",11/10/2017 1:52,"Lucas, Anthony J",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Backhoe Loaders - Center Pivot,BL,3401678,420F ST,Cat (U.K.) Ltd -Leicester,SKR,,SKR01389,,SKR,34,Active,Active,9870646
