Dealer PPM,Created On,Brand Affiliation,Build Date,Comment,Created By,Created By Delegate,Customer Name,Date failure,Date of Repair,Delivery Date,Event Type,Hours at failure,Modified By,Modified By Delegate,Modified On,Owner,Primary Affected Unit,Prime Product Application Category Code,Prime Product Application Category Name,Prime Product Application Code,Prime Product Application Name,Prime Product Family,Prime Product Family Code,Prime Product General Arrangement Number,Prime Product Model,Prime Product Source Facility,Product SNP,Record Created On,Serial Number,Service Meter Unit,SNP,Source Plant Code,Status,Status Reason,Work Order Number
CRM-1050705-M8B6,2/14/2019 21:23,Caterpillar,8/24/2016,Complete failure ,"Bale, Ed",,ALPHA LANDSCAPES,,,12/6/2016,Dealer PPM,1643,"User, System",,2/14/2019 21:23,"Bale, Ed",No,105,AGRICULTURE,155,Landscaping,Excavators-Mini,XC,4477971,302.7D,Wacker Neuson Se - Linz,LJ7,,LJ701037,,LJ7,6A,Active,Active,LH77847
CRM-1050705-M8B6,2/14/2019 21:26,Caterpillar,5/4/2017,Complete failure - ,"Bale, Ed",,GEORGIO EQUIPMENT LLC,2/4/2019,,8/24/2017,Dealer PPM,1494,"User, System",,2/14/2019 21:26,"Bale, Ed",No,114,BUILDING CONSTRUCTION,280,Special Trades,Excavators-Mini,XC,4478451,302.7D,Wacker Neuson Se - Linz,LJ7,,LJ701245,,LJ7,6A,Active,Active,
CRM-1013439-F2M2,2/14/2019 21:48,Caterpillar,3/7/2013,"According to SIMSi the pump was installed onto machine under PS45080 @ 5715 HRS, which means we only achieved 653 HRS of service life.  Currently there are no operational/performance complaints from the customer or operators. Tech is making arrangements to change pump at later date, when parts & machine are available.  ","Schlauch, Dave",,PACESETTER EQUIPMENT,2/9/2019,,8/27/2013,Dealer PPM,6368,"Schlauch, Dave",,2/14/2019 22:31,"Schlauch, Dave",No,111,HEAVY CONSTRUCTION,200,Highways & Streets:  Construction,Medium Track Type Tractors,MT,3783797,D6T,East Peoria Plt (TTT),KSB,,KSB01409,,KSB,16,Active,Active,1793670
CRM-1050244-Q4S7,2/14/2019 22:35,Caterpillar,8/31/2015,,"Janiszewski, Jacek",,IMPERIAL OIL RESOURCE VENTURES LIMITED,3/25/2017,,12/20/2015,Dealer PPM,7544,"User, System",,7/3/2019 13:33,"Janiszewski, Jacek",Yes,107,MINING,590,Tar Sands/Oil Shale - Surface,Electric Rope Shovels,ER,3965950,7495 HF,Caterpillar Global Mining Llc,ER8,,ER801523,,ER8,YV,Active,Active,
CRM-1051090-H8P0,2/15/2019 2:45,Caterpillar,8/8/2018,,"Kingery, Mark W",,PARKE PROFESSIONAL SERVICES,,,12/27/2018,Dealer PPM,,"User, System",,2/15/2019 2:45,"Kingery, Mark W",Yes,110,RAILWAY,L13,Rail Maintenance Equipment,"C0.5/3003 - C6.6/3056, C7.1",ZB,4900290,C4.4,Perkins Engines Company Ltd,JKT,,JKT08279,,JKT,DX,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,6/30/2013,Mozambique,"Du Toit, Pieter Machiel",,BARLOWORLD EQUIPMENT RENTAL,,,3/7/2016,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Equipos De Acuna Sa De Cv,MH4,,MH400802,,MH4,UH,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,6/30/2013,Mozambique,"Du Toit, Pieter Machiel",,BARLOWORLD EQUIPMENT RENTAL,,,2/18/2016,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Equipos De Acuna Sa De Cv,MH4,,MH400803,,MH4,UH,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,8/30/2013,Mozambique,"Du Toit, Pieter Machiel",,R2R ISANDO,,,8/29/2015,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Decatur Plant,MT4,,MT400804,,MT4,13,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,9/19/2013,Mozambique,"Du Toit, Pieter Machiel",,R2R ISANDO,,,9/30/2015,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Decatur Plant,MT4,,MT400805,,MT4,13,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,9/28/2013,Mozambique,"Du Toit, Pieter Machiel",,THE CAT RENTAL STORE A DIVISION OF,,,9/30/2015,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Decatur Plant,MT4,,MT400806,,MT4,13,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,10/17/2013,Mozambique,"Du Toit, Pieter Machiel",,THE CAT RENTAL STORE A DIVISION OF,,,9/30/2015,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Decatur Plant,MT4,,MT400807,,MT4,13,Active,Active,
CRM-1051558-R6N1,2/15/2019 18:02,Caterpillar,1/31/2014,Mozambique,"Du Toit, Pieter Machiel",,THE CAT RENTAL STORE A DIVISION OF,,,10/20/2015,Dealer PPM,,"User, System",,2/15/2019 18:02,"Du Toit, Pieter Machiel",No,120,Equipment Services,740,Dealer Rental Services,Unit Rig Mining Trucks,UR,4316000,MT4400D AC,Decatur Plant,MT4,,MT400808,,MT4,13,Active,Active,
CRM-1052652-W4R1,2/18/2019 19:55,Caterpillar,1/4/2018,,"Belcher, Andrew S",,"CHARAH, LLC",,,4/30/2018,Dealer PPM,,"User, System",,2/18/2019 19:55,"Belcher, Andrew S",Yes,,,930,Other Waste Processing,Articulated Trucks,AD,5372027,745,Caterpillar (U.K.) Limited,3T6,,3T600513,,3T6,U2,Active,Active,
CRM-1053000-S7Z0,2/19/2019 3:00,Caterpillar,5/1/2014,,"Lucas, Anthony J",,R & R EQUIPMENT,,,5/28/2015,Dealer PPM,,"User, System",,2/19/2019 3:00,"Lucas, Anthony J",Yes,105,AGRICULTURE,120,"Ponds, Terracing & Watershed Constr",Tractor Scrapers,TS,3658126,657G,Decatur Plant,W1C,,W1C00332,,W1C,13,Active,Active,
CRM-1054533-D1C9,2/20/2019 21:09,Caterpillar,6/9/2017,,"Spaniolo, Thomas M",,SAGINAW COUNTY ROAD COMM,,,9/26/2017,Dealer PPM,686,"User, System",,2/20/2019 21:09,"Spaniolo, Thomas M",Yes,111,HEAVY CONSTRUCTION,200,Highways & Streets:  Construction,Motor Graders,MG,3845805,140M3 AWD,Cat Brasil Ltda.- Piracicaba,N9J,,N9J00570,,N9J,28,Active,Active,
CRM-1055351-N5S2,2/21/2019 18:37,Caterpillar,9/19/2017,,"Yunta Ramirez, Jorge",,GARLAN S COOP,10/17/2018,10/19/2018,7/11/2018,Dealer PPM,106,"User, System",,2/21/2019 18:37,"Yunta Ramirez, Jorge",Yes,105,AGRICULTURE,110,"Crop Production, Non-Irrigated",Small Wheel Loaders,SW,4302805,926M,Bcp N. Carolina,LTE,,LTE04422,,LTE,DQ,Active,Active,
CRM-1055351-N5S2,2/21/2019 18:40,Caterpillar,8/13/2015,,"Yunta Ramirez, Jorge",,"SAN MARTIN LOGISTICA MINERA,SL",2/6/2019,2/7/2019,1/28/2016,Dealer PPM,,"User, System",,2/21/2019 18:40,"Yunta Ramirez, Jorge",No,107,MINING,511,Coal - Underground,Articulated Trucks,AD,3786447,745C,Caterpillar (U.K.) Limited,TFK,,TFK00703,,TFK,U2,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:08,Caterpillar,12/7/2018,,"GROBBELAAR, Steven",,,,,,Dealer PPM,185,"User, System",,2/22/2019 13:08,"GROBBELAAR, Steven",Yes,,,,,Excavators-Large,XL,5071307,390F,Caterpillar Xuzhou Ltd.,HJD,,HJD20198,,HJD,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:33,Caterpillar,10/24/2018,,"GROBBELAAR, Steven",,COMMUS,,,2/16/2019,Dealer PPM,,"GROBBELAAR, Steven",,2/22/2019 13:33,"GROBBELAAR, Steven",No,107,MINING,540,Copper - Surface,Excavators-Large,XL,5071308,390F,Caterpillar Xuzhou Ltd.,GAY,,GAY20108,,GAY,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:33,Caterpillar,10/26/2018,,"GROBBELAAR, Steven",,ZIJIN,,,,Dealer PPM,,"User, System",,2/22/2019 13:33,"GROBBELAAR, Steven",No,107,MINING,540,Copper - Surface,Excavators-Large,XL,5071308,390F,Caterpillar Xuzhou Ltd.,GAY,,GAY20109,,GAY,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:34,Caterpillar,9/26/2018,,"GROBBELAAR, Steven",,COMMUS,,,1/24/2019,Dealer PPM,,"User, System",,2/22/2019 13:34,"GROBBELAAR, Steven",No,107,MINING,571,Non-Metallic Minerals - Underground,Excavators-Large,XL,5071307,390F,Caterpillar Xuzhou Ltd.,HJD,,HJD20190,,HJD,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:34,Caterpillar,10/11/2018,,"GROBBELAAR, Steven",,COMMUS,,,2/14/2019,Dealer PPM,,"GROBBELAAR, Steven",,2/22/2019 13:35,"GROBBELAAR, Steven",No,107,MINING,571,Non-Metallic Minerals - Underground,Excavators-Large,XL,5071307,390F,Caterpillar Xuzhou Ltd.,HJD,,HJD20191,,HJD,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:35,Caterpillar,10/11/2018,,"GROBBELAAR, Steven",,ZIJIN MINING,,,,Dealer PPM,,"GROBBELAAR, Steven",,2/22/2019 13:35,"GROBBELAAR, Steven",No,107,MINING,571,Non-Metallic Minerals - Underground,Excavators-Large,XL,5071307,390F,Caterpillar Xuzhou Ltd.,HJD,,HJD20192,,HJD,HB,Active,Active,
CRM-1056147-B9Q4,2/22/2019 13:36,Caterpillar,9/20/2018,,"GROBBELAAR, Steven",,ZIJIN MINING,,,,Dealer PPM,,"User, System",,2/22/2019 13:36,"GROBBELAAR, Steven",No,107,MINING,571,Non-Metallic Minerals - Underground,Excavators-Large,XL,5071307,390F,Caterpillar Xuzhou Ltd.,HJD,,HJD20188,,HJD,HB,Active,Active,
CRM-1013439-F2M2,2/23/2019 5:48,Caterpillar,7/9/2012,"Pump was installed onto machine under PS45080 @ 2673 HRS. The pump was replaced after failing a FSFT with a 111F code for low pump flow @ 5169 HRS, which means pump only achieved 2496 HRS of service. ","Schlauch, Dave",,DMB CONTRACTING LTD,1/31/2019,2/5/2019,3/18/2013,Dealer PPM,5169,"User, System",,2/23/2019 5:48,"Schlauch, Dave",No,101,PETROLEUM,600,Mainline & Distribution Pipelines,Excavators-Large,XL,3849757,336E L,Caterpillar Japan Llc,BZY,,BZY01845,,BZY,84,Active,Active,
CRM-1057564-J1F6,2/25/2019 21:38,Caterpillar,11/1/2018,,"Budd, Brian",,,,,,Dealer PPM,106,"User, System",,2/25/2019 21:38,"Budd, Brian",Yes,,,,,Rotary Drills,RL,5037537,MD6250,Denison Drills,DN8,,DN800104,,DN8,UD,Active,Active,
CRM-1057564-J1F6,2/25/2019 21:42,Caterpillar,11/9/2018,,"Budd, Brian",,COALSPUR MINES OPERATIONS LTD,,,12/20/2018,Dealer PPM,,"User, System",,2/25/2019 21:42,"Budd, Brian",No,107,MINING,510,Coal - Surface,Rotary Drills,RL,5037537,MD6250,Denison Drills,DN8,,DN800105,,DN8,UD,Active,Active,
CRM-1057606-F8C6,2/25/2019 22:12,Caterpillar,11/1/2018,,"Budd, Brian",,,,,,Dealer PPM,106,"User, System",,2/25/2019 22:12,"Budd, Brian",Yes,,,,,Rotary Drills,RL,5037537,MD6250,Denison Drills,DN8,,DN800104,,DN8,UD,Active,Active,
CRM-1057692-W2S8,2/25/2019 23:39,Caterpillar,9/24/2015,,"Beke, Rick A",,THE CAT RENTAL STORE - EQUIP 106085,,,4/8/2017,Dealer PPM,1000,"User, System",,2/25/2019 23:39,"Beke, Rick A",Yes,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Tl Telehandlers,TG,4757105,TL1255D,"Jlg Industries, Inc.",ML7,,ML700415,,ML7,5U,Active,Active,
CRM-1057692-W2S8,2/26/2019 2:14,Caterpillar,2/23/2016,The aftertreatment verification  test toke 6 times to achieve a system pass. The engine software was updated at this time. Also the DEF pump was replaced at the same time as the DEF header.,"Beke, Rick A",,THE CAT RENTAL STORE - EQUIP 105876,2/13/2018,2/13/2018,3/8/2017,Dealer PPM,1371,"Beke, Rick A",,4/30/2019 21:47,"Beke, Rick A",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Tl Telehandlers,TG,4757105,TL1255D,"Jlg Industries, Inc.",ML7,,ML700624,,ML7,5U,Active,Active,1681901
CRM-1057692-W2S8,2/26/2019 4:39,Caterpillar,2/19/2016,DEF Tank Level Low. ,"Beke, Rick A",,THE CAT RENTAL STORE - EQUIP 105926,2/14/2019,,3/3/2017,Dealer PPM,3617,"User, System",,2/26/2019 4:39,"Beke, Rick A",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Tl Telehandlers,TG,4757105,TL1255D,"Jlg Industries, Inc.",ML7,,ML700621,,ML7,5U,Active,Active,
CRM-1036551-T9Z7,2/28/2019 6:00,Caterpillar,4/25/2008,,"Curtis, Troy",,BMA SARAJI MINE,,,10/10/2008,Dealer PPM,,"User, System",,2/28/2019 6:00,"Curtis, Troy",Yes,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479931,D11T,East Peoria Plt (TTT),GEB,,GEB00260,,GEB,16,Active,Active,117119123
CRM-1036551-T9Z7,2/28/2019 6:01,Caterpillar,7/8/2010,,"Curtis, Troy",,BMA SARAJI MINE - EQUIP,,,1/28/2011,Dealer PPM,,"User, System",,2/28/2019 6:01,"Curtis, Troy",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479931,D11T,East Peoria Plt (TTT),GEB,,GEB00671,,GEB,16,Active,Active,117119160
CRM-1036551-T9Z7,2/28/2019 6:05,Caterpillar,7/12/2010,,"Curtis, Troy",,BMA SARAJI MINE - EQUIP,,,1/28/2011,Dealer PPM,,"User, System",,2/28/2019 6:05,"Curtis, Troy",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479931,D11T,East Peoria Plt (TTT),GEB,,GEB00673,,GEB,16,Active,Active,117119185
CRM-1036551-T9Z7,2/28/2019 6:06,Caterpillar,5/5/2008,,"Curtis, Troy",,BMA SARAJI MINE,,,10/10/2008,Dealer PPM,,"User, System",,2/28/2019 6:06,"Curtis, Troy",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479931,D11T,East Peoria Plt (TTT),GEB,,GEB00266,,GEB,16,Active,Active,117119137
CRM-1036551-T9Z7,2/28/2019 6:07,Caterpillar,2/20/2009,,"Curtis, Troy",,BMA,,,7/10/2009,Dealer PPM,,"User, System",,2/28/2019 6:07,"Curtis, Troy",No,107,MINING,510,Coal - Surface,Large Track Type Tractors,LT,2479932,D11T,East Peoria Plt (TTT),TPB,,TPB00176,,TPB,16,Active,Active,117119147
CRM-1013439-F2M2,2/28/2019 6:42,Caterpillar,11/17/2011,"Pump had spalling to rollers, front gear train damage. See CRM-1060173.","Spoor, Gordon A",,H T K ROADBUILDERS LTD SERVICE,2/26/2019,,1/31/2013,Dealer PPM,7461,"User, System",,2/28/2019 6:42,"Spoor, Gordon A",No,111,HEAVY CONSTRUCTION,200,Highways & Streets:  Construction,Excavators-Large,XL,3666311,336E L,Caterpillar Japan Llc,BZY,,BZY00974,,BZY,84,Active,Active,
CRM-1060738-S1P7,2/28/2019 21:52,Caterpillar,8/15/2018,DEF leaks out of breather because the newly installed Fast fill system (On customer side) won't shut off and DEF leaks out of Breather for truck tank.,"SWANK, BRAD",,TECK HIGHLAND VALLEY COPPER,12/20/2018,,11/30/2018,Dealer PPM,250,"SWANK, BRAD",,2/28/2019 22:24,"SWANK, BRAD",Yes,107,MINING,540,Copper - Surface,Large Off-Highway Trucks,LO,4695172,793F,Decatur Plant,D3T,,D3T00152,,D3T,13,Active,Active,
CRM-1060738-S1P7,2/28/2019 22:20,Caterpillar,8/17/2018,DEF leaks out of breather because the newly installed Fast fill system (On customer side) won't shut off and DEF leaks out of Breather for truck tank.,"SWANK, BRAD",,TECK HIGHLAND VALLEY COPPER,12/20/2018,,11/30/2018,Dealer PPM,250,"User, System",,2/28/2019 22:20,"SWANK, BRAD",No,107,MINING,540,Copper - Surface,Large Off-Highway Trucks,LO,4695172,793F,Decatur Plant,D3T,,D3T00153,,D3T,13,Active,Active,
CRM-1060738-S1P7,2/28/2019 22:20,Caterpillar,9/12/2018,DEF leaks out of breather because the newly installed Fast fill system (On customer side) won't shut off and DEF leaks out of Breather for truck tank.,"SWANK, BRAD",,TECK HIGHLAND VALLEY COPPER,12/20/2018,,11/30/2018,Dealer PPM,250,"User, System",,2/28/2019 22:20,"SWANK, BRAD",No,107,MINING,540,Copper - Surface,Large Off-Highway Trucks,LO,4695172,793F,Decatur Plant,D3T,,D3T00156,,D3T,13,Active,Active,
CRM-1060738-S1P7,2/28/2019 22:21,Caterpillar,9/16/2018,DEF leaks out of breather because the newly installed Fast fill system (On customer side) won't shut off and DEF leaks out of Breather for truck tank.,"SWANK, BRAD",,TECK HIGHLAND VALLEY COPPER,12/20/2018,,11/30/2018,Dealer PPM,250,"User, System",,2/28/2019 22:21,"SWANK, BRAD",No,107,MINING,540,Copper - Surface,Large Off-Highway Trucks,LO,4695172,793F,Decatur Plant,D3T,,D3T00157,,D3T,13,Active,Active,
CRM-1061144-K2Y6,3/1/2019 3:58,Caterpillar,11/1/2013,,"SWANK, BRAD",,TECK HIGHLAND VALLEY COPPER,,,12/13/2013,Dealer PPM,30724,"User, System",,3/1/2019 3:58,"SWANK, BRAD",Yes,107,MINING,540,Copper - Surface,Large Off-Highway Trucks,LO,2788500,793F,Decatur Plant,SSP,,SSP01000,,SSP,13,Active,Active,
CRM-1061530-D7Q6,3/1/2019 18:34,Caterpillar,11/16/2017,,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,600,"User, System",,3/1/2019 18:34,"Kingery, Mark W",Yes,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00112,,NWC,88,Active,Active,
CRM-1061532-Y2W1,3/1/2019 18:36,Caterpillar,11/16/2017,,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,686,"User, System",,3/1/2019 18:36,"Kingery, Mark W",Yes,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00112,,NWC,88,Active,Active,
CRM-1061532-Y2W1,3/1/2019 18:43,Caterpillar,11/12/2017,Gear box front seal oil leak,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,1363,"User, System",,3/1/2019 18:43,"Kingery, Mark W",No,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00113,,NWC,88,Active,Active,
CRM-1061532-Y2W1,3/1/2019 18:44,Caterpillar,11/17/2017,Gear box front seal leaking,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,1337,"User, System",,3/1/2019 18:44,"Kingery, Mark W",No,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00114,,NWC,88,Active,Active,
CRM-1061530-D7Q6,3/1/2019 18:55,Caterpillar,11/12/2017,Oil filter to oil filter fittings leaking on the gear box,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,1363,"User, System",,3/1/2019 18:55,"Kingery, Mark W",No,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00113,,NWC,88,Active,Active,
CRM-1061530-D7Q6,3/1/2019 18:56,Caterpillar,11/17/2017,Oil filter to oil filter fittings leaking on gear box,"Kingery, Mark W",,PEPSICO GATORADE INDIANAPOLIS PLANT,,,,Dealer PPM,1337,"User, System",,3/1/2019 18:56,"Kingery, Mark W",No,102,EPG,C72,Commercial Business,Gas Engines,ZP,5071951,G3512E,Lafayette Plant,NWC,,NWC00114,,NWC,88,Active,Active,
CRM-1013439-F2M2,3/1/2019 21:28,Caterpillar,6/8/2018,The machine had a E398 (1) low fuel pressure code so tech  did a FSFT with a result of a 111F code  for Fuel Pump Flow Too Low. The machine had low fuel pressure codes. did a fuel system function test. Got code 111F. Replaced the fuel pump as per UENR0130-07,"Schlauch, Dave",,EDMONTON RENTAL FLEET,2/22/2019,2/28/2019,7/31/2018,Dealer PPM,558,"Schlauch, Dave",,3/1/2019 21:30,"Schlauch, Dave",No,120,EQUIPMENT SERVICES,720,Dealer Rent To Rent Fleet,Medium Track Type Tractors,MT,4583885,D6T,East Peoria Plt (TTT),MH7,,MH700757,,MH7,16,Active,Active,
CRM-1062558-X0M4,3/4/2019 19:25,Caterpillar,6/24/2017,CRM-1062558-X0M4,"Lundquist, Michael",,RING POWER,,,10/13/2017,Dealer PPM,676,"Lundquist, Michael",,9/6/2019 21:57,"Lundquist, Michael",Yes,,,396,,Soil Compactors Cat Paving,CO,4331613,CS66B,Cat Paving Products Xuzhou Ltd,487,,48700277,,487,NN,Active,Active,
CRM-1063379-M7R3,3/5/2019 15:17,Caterpillar,6/15/2018,,"Citterio, Lorenzo",,ROTT-FERR S.R.L,2/19/2019,,11/21/2018,Dealer PPM,200,"Citterio, Lorenzo",,3/5/2019 15:38,"Citterio, Lorenzo",Yes,,,920,Landfill Operations,Wheeled Excavators,WE,5013128,MH3022,Cat S.A.R.L. Grenoble Inventor,FB3,,FB302302,,FB3,37,Active,Active,
CRM-1063379-M7R3,3/5/2019 15:18,Caterpillar,6/22/2018,,"Citterio, Lorenzo",,GIUSEPPE SANTORO SRL,3/1/2019,,9/19/2018,Dealer PPM,373,"Citterio, Lorenzo",,3/5/2019 15:39,"Citterio, Lorenzo",No,,,920,Landfill Operations,Wheeled Excavators,WE,5013128,MH3022,Cat S.A.R.L. Grenoble Inventor,FB3,,FB302307,,FB3,37,Active,Active,
CRM-1063379-M7R3,3/5/2019 15:18,Caterpillar,11/14/2018,,"Citterio, Lorenzo",,FRANCESCA MORONI SRL,1/9/2019,,12/20/2018,Dealer PPM,100,"Citterio, Lorenzo",,3/5/2019 15:38,"Citterio, Lorenzo",No,,,920,Landfill Operations,Wheeled Excavators,WE,5013128,MH3022,Cat S.A.R.L. Grenoble Inventor,FB3,,FB302358,,FB3,37,Active,Active,
CRM-1063379-M7R3,3/5/2019 15:37,Caterpillar,12/7/2016,we replaced only the cab mounting,"Citterio, Lorenzo",,UNIRECUPERI SRL,5/3/2017,,1/10/2017,Dealer PPM,278,"User, System",,3/5/2019 15:37,"Citterio, Lorenzo",No,,,920,Landfill Operations,Wheeled Excavators,WE,5013128,MH3022,Cat S.A.R.L. Grenoble Inventor,FB3,,FB300175,,FB3,37,Active,Active,
CRM-1063577-B9Z2,3/5/2019 20:01,Caterpillar,5/17/2018,,"Lashinski, Noland B",,QGS DEVELOPMENT INC,,,7/2/2018,Dealer PPM,1138,"User, System",,3/5/2019 20:01,"Lashinski, Noland B",Yes,105,AGRICULTURE,120,"Ponds, Terracing & Watershed Constr",Articulated Trucks,AD,5372027,745,Caterpillar (U.K.) Limited,3T6,,3T600823,,3T6,U2,Active,Active,
CRM-1063599-F6P7,3/5/2019 20:23,Caterpillar,10/7/2016,,"Lashinski, Noland B",,THE MIDDLESEX CORPORATION,,,3/28/2017,Dealer PPM,,"User, System",,3/5/2019 20:23,"Lashinski, Noland B",Yes,111,HEAVY CONSTRUCTION,206,"Bridges, Elevated Highways",Soil Compactors Cat Paving,CO,4799022,CS54B,Cat Paving Products Inc.,CS5,,CS500363,,CS5,R8,Active,Active,
CRM-1065978-B4H4,3/8/2019 1:53,Caterpillar,7/1/2017,,"MATUS, MONTE D",,BIRCHCLIFF ENERGY LTD,3/6/2019,,7/18/2018,Dealer PPM,5136,"MATUS, MONTE D",,3/20/2019 21:52,"MATUS, MONTE D",Yes,101,PETROLEUM,B40,Compression,Gas Engines,ZP,3831793,G3616,Lafayette Plant,ZZY,,ZZY00724,,ZZY,88,Active,Active,
CRM-1066058-B7P5,3/8/2019 3:01,Caterpillar,10/17/2017,"Install replacement starter 349-6530 in place of original 436-9102 starter as per discussions with the DSN.  Related Work Orders; 1766270, 1777967 and 1796325. ","Murton, Ronald D",,MACKENZIE COUNTY 23,12/10/2018,3/1/2019,9/26/2018,Dealer PPM,250,"Murton, Ronald D",,3/27/2019 0:01,"Murton, Ronald D",Yes,,,261,Industrial Site Development,Motor Graders,MG,3492554,160M AWD,Cat Brasil Ltda.- Piracicaba,D9T,,D9T01544,,D9T,28,Active,Active,1796325
CRM-1066700-D4Q7,3/9/2019 0:25,Caterpillar,7/28/2016,"The owner of this machine also owns an old RH40 that did not have this kind of failures.
The last unit like this (RH40 E) sold in Spain was in 2008 (s/n 40244) to another customer on the same área (UNKONA) and did not suffer from this type of failures. No replacement parts like the failing ones in the machine here in question had to be supplied to the machine sold in 2008. ","Delgado Martin, Alberto",,MAGNESITAS NAVARRAS S.A,,,9/19/2016,Dealer PPM,,"Delgado Martin, Alberto",,3/9/2019 0:36,"Delgado Martin, Alberto",Yes,107,MINING,570,Non-Metallic Minerals - Surface,Hydraulic Shovels,HS,3965909,6015 FS,Cat Global Mining Hms Gmbh,DHF,,DHF15348,,DHF,UC,Active,Active,Several
CRM-1067277-V4Q3,3/10/2019 21:28,Caterpillar,10/2/2014,,"Citterio, Lorenzo",,GLOBALBAU S.R.L,,,2/3/2015,Dealer PPM,6588,"User, System",,3/10/2019 21:28,"Citterio, Lorenzo",Yes,114,BUILDING CONSTRUCTION,240,Building Residential,Excavators-Medium,XM,3415384,323E,Caterpillar Japan Llc,TDW,,TDW00294,,TDW,84,Active,Active,
CRM-1067277-V4Q3,3/10/2019 21:29,Caterpillar,3/16/2016,,"Citterio, Lorenzo",,GREGORBAU SRL,,,6/28/2016,Dealer PPM,6325,"User, System",,3/10/2019 21:29,"Citterio, Lorenzo",No,114,BUILDING CONSTRUCTION,250,"Building, Commercial And Public",Excavators-Medium,XM,3415385,323E,Caterpillar Japan Llc,YRP,,YRP00272,,YRP,84,Active,Active,
CRM-1067277-V4Q3,3/10/2019 21:29,Caterpillar,3/17/2016,,"Citterio, Lorenzo",,GREGORBAU SRL,,,6/30/2016,Dealer PPM,7556,"User, System",,3/10/2019 21:29,"Citterio, Lorenzo",No,114,BUILDING CONSTRUCTION,250,"Building, Commercial And Public",Excavators-Medium,XM,3415385,323E,Caterpillar Japan Llc,YRP,,YRP00273,,YRP,84,Active,Active,
