Warranty Claim,Transaction Type,Transaction Description,Posting Date,Registration Number,Registration Date,Currency,Settlement Number,Settlement Date,Status,Serial Number,Customer Name,Sales Office,Area,Region,Service Order,Job Control,Claim Class,Invoiced Parts,Invoiced Labor,Invoiced Travel,Invoiced Vehicle,Invoiced Misc,Invoiced Total,Expected Settle Parts,Expected Settle Labor,Expected Settle Travel,Expected Settle Vehicle,Expected Settle Misc,Claimed Parts,Claimed Labor,Claimed Travel,Claimed Vehicle,Claimed Misc,Claimed Total,Settled Total
0075000917,YW03,J248_Warranty_TR-1076 Hoist Cylinder,5/1/2020,,,IDR,,,In Process,ASK00613,PT. MADHANI TALATAH NUSANTARA,0H35,SOUTHERN KALIMANTAN,TANJUNG,8600180454,2W,G53,"12,917,481.00","38,670,000.00",0.00,0.00,"1,350,000.00","52,937,481.00","12,917,481.00",0.00,0.00,0.00,"675,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094126,YW01,Unsolicited Settlement CU%06110,5/2/2020,L8U0522,4/30/2020,USD,86SC 287497,5/1/2020,Closed,SZN10114,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,781.16","-1,781.16","-1,781.16"
0073094127,YW01,Unsolicited Settlement CU%06117,5/2/2020,L8U0529,4/30/2020,USD,86SC 287496,5/1/2020,Closed,SZN10119,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,781.16","-1,781.16","-1,781.16"
0073094128,YW01,Unsolicited Settlement CU%06120,5/2/2020,L8U0539,4/30/2020,USD,86SC 287506,5/1/2020,Closed,SZN10119,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,781.16","-1,781.16","-1,781.16"
0073094129,YW01,Unsolicited Settlement CU%06122,5/2/2020,L8U0541,4/30/2020,USD,86SC 287508,5/1/2020,Closed,XBA10928,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,737.03,-737.03,-737.03
0073094170,YW01,Unsolicited Settlement CU%06126,5/2/2020,L8U0546,4/30/2020,USD,86SC 287512,5/1/2020,Closed,SZN10156,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,781.16","-1,781.16","-1,781.16"
0073094171,YW01,Unsolicited Settlement EP%37640,5/2/2020,H5Z7188,4/29/2020,USD,86SC 287464,5/1/2020,Closed,SZN20185,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790.00,-790.00,-790.00
0073094173,YW01,Repair engine cylinder block broken,5/4/2020,,,USD,,,Created,CNB00484,PT. PERUSAHAAN LISTRIK NEGARA (PERS,0B44,EAST INDONESIA,SORONG,8600186696,2W,E13,"67,282.19","15,236.43","1,365.76",0.00,"2,497.13","86,381.51","67,282.19","15,236.43",0.00,0.00,108.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094174,YW01,J22N_AIR COMPRESSOR FAILURE,5/4/2020,L8U1100,5/4/2020,USD,C86SC 156978,5/5/2020,Closed,FKR00796,PT. THIESS CONTRACTORS INDONESIA,0G27,NORTHERN KALIMANTAN,SAMARINDA,8600211208,2W,G27,"2,038.37",175.92,85.36,0.00,27.78,"2,327.43","2,038.37",0.00,0.00,0.00,0.00,"1,646.50",0.00,0.00,0.00,0.00,"2,038.37","2,038.37"
0073094175,YW01,J361_PI33112_Repl.Trans. software,5/4/2020,,,USD,,,In Process,SZM10141,PT. SAMUDRA MAJU PERKASA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600194329,2X,G23,0.00,21.99,256.08,0.00,1.07,279.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094176,YW01,J361_WTY_BD6043_TRANS OIL MIX COOL,5/4/2020,,,USD,,,Created,T5X00550,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600173696,2W,G27,"1,554.39","4,093.72",0.00,0.00,33.90,"5,682.01","1,554.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094177,YW01,FLD_WRY_G206_Transmiss particle_HE519773,5/4/2020,,,USD,,,In Process,7KK00292,PT. KALTIM PRIMA COAL,0G38,NORTHERN KALIMANTAN,SANGATTA,8600193847,2W,G23,0.00,604.73,42.68,0.00,5.13,652.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094178,YW01,J361_TR5011_WRT Upper Water Lines leak,5/4/2020,L8U1790,5/6/2020,USD,C86SC 157936,5/7/2020,Closed,APX01742,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600176705,2W,G27,38.64,"1,176.47",42.68,0.00,17.09,"1,274.88",38.64,0.00,0.00,0.00,0.00,31.20,0.00,0.00,0.00,0.00,38.63,38.63
0073094179,YW01,J361_WTY_TR3212_ROCKER ARM BOLT BROKEN,5/4/2020,,,USD,,,Created,FKR01761,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600177899,2W,G27,589.52,"2,199.00",0.00,0.00,85.43,"2,873.95",589.52,0.00,0.00,0.00,85.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094240,YW01,EXT_WRTY_WKM82 Error warning On,5/4/2020,,,USD,,,In Process,YBP00584,PT. WIRA KELUARGA MANDIRI,0G38,NORTHERN KALIMANTAN,SANGATTA,8600193828,2W,G23,0.00,208.91,128.04,0.00,10.46,347.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094241,YW01,J361_WTY_TR1079_LH Hoist Cylinder Abnorm,5/4/2020,,,USD,,,Created,ASK00611,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600181576,2W,G27,135.92,"1,649.25",0.00,0.00,42.71,"1,827.88",135.92,0.00,0.00,0.00,42.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094242,YW01,J361_WTY_TR3334_REPAIR TRANSMISION ON,5/4/2020,,,USD,,,Created,KDP01200,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600183724,2W,G07,"1,406.68","2,880.69",0.00,0.00,12.81,"4,300.18","1,406.68",0.00,0.00,0.00,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094243,YW01,J361_WTY_TR3213_REPAIR HYD OIL MIX COOLA,5/4/2020,,,USD,,,Created,FKR01768,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600183725,2W,G27,"3,584.88","3,650.34",0.00,0.00,51.26,"7,286.48","3,584.88",0.00,0.00,0.00,51.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094245,YW01,F21_FAN DRIVE TU BROKEN,5/4/2020,,,USD,,,In Process,LX901348,INTERNAL TRAKINDO TU,0F21,SUMATERA,PEKAN BARU,8600164753,2W,E11,801.28,289.65,74.96,0.00,21.19,"1,187.08",801.28,289.65,0.00,0.00,21.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094244,YW01,J361_RESEAL FR SUSP_TR1079,5/4/2020,,,USD,,,Created,ASK00611,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600185294,2W,G27,672.84,"3,936.21",0.00,0.00,68.34,"4,677.39",672.84,0.00,0.00,0.00,68.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094246,YW01,J361_WTY_TR5011_CYLINDER HEAD LEAKING,5/4/2020,,,USD,,,Created,APX01742,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600187369,2W,G27,"1,858.02","5,387.55",85.36,0.00,76.88,"7,407.81","1,858.02",0.00,0.00,0.00,76.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094247,YW01,J361_TR5009_WRT Hyd Oil Cooler line leak,5/4/2020,,,USD,,,Created,APX01740,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600188873,2W,G27,9.52,461.79,0.00,0.00,5.34,476.65,9.52,0.00,0.00,0.00,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094248,YW01,"J361_WTY_TR3213_HOIST CYL MISSSTAGING,,",5/4/2020,,,USD,,,Created,FKR01768,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600189617,2W,G27,742.60,"4,282.55",85.36,0.00,100.39,"5,210.90",742.60,0.00,0.00,0.00,100.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094249,YW01,"J361_WTY_BD6034_ENGINE FUEL DILUTION,,",5/4/2020,,,USD,,,Created,T5X00186,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600189779,2G,G27,45.72,"1,616.27",85.36,0.00,51.26,"1,798.61",45.72,0.00,0.00,0.00,51.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094250,YW01,"J361_WTY_HEX1248_ REPAIR BOOM ARM CRACK,",5/4/2020,,,USD,,,Created,XBA10623,PT. OELANGAN KARYA ETAM,0G38,NORTHERN KALIMANTAN,SANGATTA,8600189842,2G,G21,0.00,32.99,42.68,0.00,890.59,966.26,0.00,32.99,42.68,0.00,890.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094251,YW01,"J361_WTY_TR5011_LIFTER CYLINDER 5,,",5/4/2020,,,USD,,,Created,APX01742,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600190879,2W,G27,263.86,87.96,0.00,0.00,2.14,353.96,263.86,0.00,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094252,YW01,12_PS54209_YBP00188 Repl Cool tank,5/4/2020,L8U1191,5/4/2020,USD,C86SC 157054,5/5/2020,Pending,YBP00188,ARIFIN EFENDY,0A12,JAVA,SURABAYA,8600194148,2X,G11,97.37,527.76,21.34,0.00,351.84,998.31,89.09,131.94,0.00,0.00,24.92,71.96,146.16,0.00,0.00,24.92,267.36,267.36
0073094253,YW01,J21Z Fan Blade Broken,5/4/2020,L8U1359,5/5/2020,USD,C86SC 157853,5/7/2020,Closed,JEE11074,INTERNAL TRAKINDO TU,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600193366,2W,G07,"2,696.61","2,371.40",85.36,0.00,661.70,"5,815.07","2,696.61",0.00,0.00,0.00,0.00,"2,178.21",0.00,0.00,0.00,0.00,"2,696.62","2,696.62"
0073094282,YW01,2W-Replace AC compressor,5/5/2020,L8U1560,5/5/2020,USD,C86SC 157207,5/5/2020,Closed,KDP01123,INTERNAL TRAKINDO TU,0R59,MINING BHJ,BATU HIJAU,8600206132,2W,G07,619.60,131.94,0.00,0.00,0.00,751.54,619.60,0.00,0.00,0.00,0.00,500.49,0.00,0.00,0.00,0.00,619.61,619.61
0073094283,YW01,J244_PS54271 RESEAL STICK CYLINDER,5/5/2020,L8U1585,5/5/2020,USD,C86SC 157604,5/6/2020,Pending,ME404768,PT. SETIA KARYA TRANSPORT,0F23,SUMATERA,PALEMBANG,8600198811,2X,G11,311.47,43.98,0.00,0.00,15.00,370.45,311.47,43.98,0.00,0.00,15.00,251.59,48.72,0.00,0.00,15.00,400.35,400.35
0073094284,YW01,J21T_Reseal Rear Suspension RR,5/5/2020,L8U1756,5/6/2020,USD,C86SC 157934,5/7/2020,Closed,FKR00408,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600190327,2W,G27,275.67,540.68,0.00,0.00,"1,361.95","2,178.30",275.67,0.00,0.00,0.00,"1,295.65",232.66,0.00,0.00,0.00,"1,295.65","1,583.68","1,583.68"
0073094286,YW01,Doc Only_WRTY_PISTON JAMED_SJB01,5/5/2020,,,USD,,,Created,SJB01617,PT. ANTAKESUMA INTI RAHARJA,0A10,JAVA,JAKARTA,8600207265,2W,E13,"18,756.29","5,440.32",426.80,0.00,"1,474.54","26,097.95","18,756.29",0.00,0.00,0.00,"1,083.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094285,YW01,J244_PS54258 RESEAL BUCKET CYLINDER,5/5/2020,L8U1583,5/5/2020,USD,C86SC 157603,5/6/2020,Pending,ME404768,PT. SETIA KARYA TRANSPORT,0F23,SUMATERA,PALEMBANG,8600198802,2X,G11,278.55,43.98,0.00,0.00,15.00,337.53,278.55,43.98,0.00,0.00,15.00,225.00,48.72,0.00,0.00,15.00,364.77,364.77
0073094287,YW01,J244_PS45993_Install p-clip radiator,5/5/2020,L8U1592,5/5/2020,USD,C86SC 157218,5/5/2020,Pending,YBP00247,CV. MUNCUL SUKSES BERSAMA,0F23,SUMATERA,PALEMBANG,8600198747,2X,G11,48.59,21.99,0.00,0.00,0.00,70.58,48.59,21.99,0.00,0.00,0.00,39.25,24.36,0.00,0.00,0.00,76.88,76.88
0073094288,YW01,J244_PI33037_VERIFYING TORQUE TIE ROD AS,5/5/2020,L8U1599,5/5/2020,USD,C86SC 157609,5/6/2020,Pending,MAX01675,ANDY ROBY,0F23,SUMATERA,PALEMBANG,8600199489,2X,G13,0.00,194.88,21.34,39.00,46.28,301.50,0.00,194.88,21.34,39.00,0.00,0.00,194.88,21.34,39.00,0.00,255.22,194.88
0073094289,YW01,J244_REPLACE PAD-STABILI,5/5/2020,L8U1618,5/5/2020,USD,C86SC 157611,5/6/2020,Closed,EJ401917,PT. KOMERING JAYA PERDANA,0F23,SUMATERA,PALEMBANG,8600196800,2W,G07,319.85,0.00,0.00,0.00,0.00,319.85,319.85,0.00,0.00,0.00,0.00,258.36,0.00,0.00,0.00,0.00,319.85,319.85
0073094330,YW01,J217_WRTY_REPLACE COMPRESSOR - AC PANAS,5/5/2020,L8U1627,5/5/2020,USD,C86SC 157613,5/6/2020,Closed,TAL00971,PT. ANTANG GUNUNG MERATUS,0H86,SOUTHERN KALIMANTAN,BATU LICIN,8600180157,2W,G27,0.00,0.00,0.00,0.00,227.63,227.63,0.00,0.00,0.00,0.00,0.00,468.02,0.00,0.00,0.00,0.00,579.41,579.41
0073094331,YW01,J244_Replace Rail Pump Ex 8500043955,5/6/2020,L8U1818,5/6/2020,USD,C86SC 157825,5/7/2020,Closed,FAL01267,PT. PANDAWA LIMA SAKTI ABADI,0F23,SUMATERA,PALEMBANG,8600189689,2W,G27,"2,082.68",0.00,0.00,0.00,0.00,"2,082.68","2,082.68",0.00,0.00,0.00,0.00,"1,682.29",0.00,0.00,0.00,0.00,"2,082.68","2,082.68"
0073094422,YW01,GoodWill_Rework / Reinforce Boom Foot..,5/6/2020,,,USD,,,Created,GAJ00361,CV. SELAMAT MANDIRI PRATAMA,0F24,SUMATERA,PALEMBANG,8600184606,2G,G21,552.75,186.92,85.36,0.00,"1,634.76","2,459.79",552.75,186.92,85.36,0.00,"1,634.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094423,YW01,WRTPX - REM & INSP TRANS EX 8500075870.,5/6/2020,,,USD,,,Created,9EM06045,PT. CIPTA KRIDATAMA,0F24,SUMATERA,PALEMBANG,8600183064,2W,G27,"4,604.78","2,770.75",85.36,0.00,"1,356.45","8,817.34","4,604.78",0.00,0.00,0.00,"1,356.45",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094424,YW01,Cat Good Will_Replace Swing Drive.,5/6/2020,,,USD,,,Created,MES10007,CV. SELAMAT MANDIRI PRATAMA,0F24,SUMATERA,PALEMBANG,8600178543,2G,G21,"6,524.20",186.92,170.72,0.00,48.96,"6,930.80","6,524.20",186.92,170.72,0.00,48.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094425,YW01,INSPECT AND REWORK STICK CYLINDER 6015B.,5/6/2020,,,USD,,,Created,FKD00165,INTERNAL TRAKINDO TU,0F24,SUMATERA,PALEMBANG,8600162515,2G,G21,"1,783.01",492.41,149.92,0.00,"1,186.64","3,611.98","1,783.01",492.41,149.92,0.00,"1,186.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094426,YW01,2G_INSTALL RADIATOR GROUND STRIP,5/6/2020,,,USD,,,Created,FKD00186,INTERNAL TRAKINDO TU,0F03,SUMATERA,PEKAN BARU,8600175640,2G,G21,73.30,113.69,0.00,0.00,0.00,186.99,73.30,113.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094427,YW01,2G_REWORK THE STICK CYLINDER..,5/6/2020,,,USD,,,Created,FKD00184,INTERNAL TRAKINDO TU,0F03,SUMATERA,PEKAN BARU,8600175636,2G,G21,"1,800.89",483.78,0.00,0.00,"1,802.88","4,087.55","1,800.89",483.78,0.00,0.00,"1,802.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094428,YW01,2G_REWORK THE STICK CYLINDER...,5/6/2020,,,USD,,,Created,FKD00186,INTERNAL TRAKINDO TU,0F03,SUMATERA,PEKAN BARU,8600175639,2G,G21,"1,800.89",238.15,0.00,0.00,770.63,"2,809.67","1,800.89",238.15,0.00,0.00,770.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094429,YW01,J198_Replace Hose Engine Oil Filter.,5/7/2020,L8U2320,5/7/2020,USD,,,Registered,YBP00380,PT. UNIVERSAL SUPPORT,0F24,SUMATERA,PALEMBANG,8600170391,2G,G19,100.32,0.00,0.00,0.00,0.00,100.32,100.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094440,YW01,J198_Reseal Lift Cylinder R/H.,5/7/2020,L8U2332,5/7/2020,USD,C86SC 157983,5/7/2020,Closed,TTT00605,PT. KARYA KHARISMA MANDIRI,0F24,SUMATERA,PALEMBANG,8600170232,2W,G07,94.15,0.00,0.00,0.00,0.00,94.15,94.15,0.00,0.00,0.00,0.00,79.46,0.00,0.00,0.00,0.00,98.37,98.37
0073094441,YW01,J198_T/S Tandem Noise_Replace Chain,5/7/2020,L8U2345,5/7/2020,USD,,,Registered,E9S00381,PT. CIPTA KRIDATAMA,0F24,SUMATERA,PALEMBANG,8600181436,2W,G07,"2,668.20",0.00,0.00,0.00,0.00,"2,668.20","2,668.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094442,YW01,Replace Turbocharger_Related PS53858,5/7/2020,L8U2475,5/7/2020,USD,,,Registered,SZK10944,PT. UNIVERSAL SUPPORT,0F24,SUMATERA,PALEMBANG,8600182891,2G,G19,"2,337.72",131.94,0.00,0.00,0.00,"2,469.66","2,337.72",131.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094446,YW01,J218_32F Secondary Steering Motor Broken,5/8/2020,L8U2732,5/8/2020,USD,,,Registered,KDP01037,PT. MADHANI TALATAH NUSANTARA,0G05,NORTHERN KALIMANTAN,SAMARINDA,8600205728,2G,G19,0.00,0.00,0.00,0.00,76.94,76.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0075000912,YW03,J21T_ECM 10R4087TroubleshootEng.,5/1/2020,,,USD,,,Created,FKR00345,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600198556,2W,G53,"3,704.18",990.00,0.00,0.00,0.00,"4,694.18","3,704.18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094115,YW01,J217_EPP_Replace Bridge Valve Gp,5/1/2020,L8U0562,5/1/2020,USD,C86SC 156404,5/1/2020,Closed,SZK10863,CV. DUA SAUDARA,0H34,SOUTHERN KALIMANTAN,BANJARMASIN,8600193082,2G,G19,12.62,43.98,42.68,0.00,37.76,137.04,12.62,43.98,0.00,0.00,0.00,10.19,48.72,0.00,0.00,0.00,62.35,62.35
0073094116,YW01,J217_EPP_Replace Fuel Injection Pump,5/1/2020,L8U0566,5/1/2020,USD,C86SC 157104,5/5/2020,Closed,SZK10863,CV. DUA SAUDARA,0H34,SOUTHERN KALIMANTAN,BANJARMASIN,8600193298,2G,G19,"1,695.35",175.92,42.68,0.00,45.96,"1,959.91","1,695.35",175.92,0.00,0.00,0.00,"1,369.43",194.88,0.00,0.00,0.00,"2,027.18","2,027.18"
0073094117,YW01,12_WRTY_REPLACE FIP GP_CUST MURSI,5/1/2020,L8U0602,5/1/2020,USD,C86SC 156132,5/1/2020,Closed,DFM00374,MURSI,0A12,JAVA,SURABAYA,8600194551,2W,G27,"1,052.51",351.84,21.34,0.00,18.26,"1,443.95","1,052.51",0.00,0.00,0.00,0.00,850.17,0.00,0.00,0.00,0.00,"1,052.51","1,052.51"
0073094118,YW01,EXT_WTY RD4550 check Error cabin sensor,5/1/2020,NC73094118,5/1/2020,USD,NC-LOFAISALSYAMSUL,5/1/2020,Closed,3F601104,PT. THIESS CONTRACTORS INDONESIA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600181297,2W,G23,0.00,142.94,64.02,0.00,6.95,213.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0075000913,YW03,J21T_Engine cooler leaks Ref:8700001190,5/1/2020,,,USD,,,In Process,FKR01184,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600187397,2W,G53,428.77,"1,080.00",0.00,0.00,0.00,"1,508.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094119,YW01,EXT_WTY RD4555 Repair CabinTempSensor,5/1/2020,NC73094119,5/1/2020,USD,NC-LOFAISALSYAMSUL,5/1/2020,Closed,3F601075,PT. THIESS CONTRACTORS INDONESIA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600181295,2W,G23,0.00,142.94,64.02,0.00,7.48,214.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0075000914,YW03,RBD_T3304 WRTY ENGINE Air Bubble,5/1/2020,,,IDR,,,In Process,B1P03945,PT. KALTIM PRIMA COAL,0G38,NORTHERN KALIMANTAN,SANGATTA,8600175464,2W,G51,"69,679,181.00","149,325,000.00",0.00,0.00,"16,299,625.00","235,303,806.00","69,679,181.00","96,000,000.00",0.00,0.00,"10,554,625.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094120,YW01,07_BD_TS ENG CAN'T START_3512_TP 1,5/1/2020,L8U0642,5/1/2020,USD,C86SC 156672,5/4/2020,Pending,24Z03997,PT PAKUWON JATI TBK,0A07,JAVA,SURABAYA,8600196457,2W,G27,"1,070.12",436.06,42.68,0.00,89.60,"1,638.46","1,070.12",0.00,0.00,0.00,0.00,864.40,0.00,0.00,0.00,0.00,0.00,0.00
0073094121,YW01,EPP- Repair service brake leaks,5/1/2020,L8U0637,5/1/2020,USD,C86SC 156184,5/1/2020,Closed,KDP01079,PT. VALE INDONESIA TBK,0B48,EAST INDONESIA,SOROAKO,8600207851,2G,G19,218.22,131.94,0.00,0.00,0.00,350.16,218.22,0.00,0.00,0.00,0.00,176.27,0.00,0.00,0.00,0.00,218.22,218.22
0073094122,YW01,09_HT103_3F601240_EXHAUST PIPE RIPPED,5/1/2020,L8U0647,5/1/2020,USD,C86SC 156419,5/1/2020,Closed,3F601240,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600203215,2W,G07,414.36,43.98,0.00,0.00,4.39,462.73,414.36,0.00,0.00,0.00,0.00,334.70,0.00,0.00,0.00,0.00,414.36,414.36
0073094123,YW01,07_XBA10472_WARANTY ELECTRIC PUMP,5/1/2020,L8U0673,5/1/2020,USD,C86SC 156422,5/1/2020,Closed,XBA10472,PT. TIGA BINTANG PUTRA,0A07,JAVA,SURABAYA,8600192446,2W,G27,291.31,65.97,170.72,0.00,96.98,624.98,291.31,0.00,0.00,0.00,0.00,235.31,0.00,0.00,0.00,0.00,291.31,291.31
0073094124,YW01,09_HT108_3F601243_STEERING PUMP GP FAILE,5/1/2020,L8U0685,5/1/2020,USD,C86SC 157113,5/5/2020,Closed,3F601243,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600191219,2W,G07,"4,159.09",131.94,0.00,0.00,13.16,"4,304.19","4,159.09",0.00,0.00,0.00,0.00,"3,359.53",0.00,0.00,0.00,0.00,"4,159.10","4,159.10"
0073094125,YW01,07_PR_TS LOW COOLANT WARNING_DE65,5/1/2020,L8U0711,5/1/2020,USD,C86SC 156426,5/1/2020,Pending,EC504760,BEND. UNIVERSITAS NEGERI SURABAYA,0A07,JAVA,SURABAYA,8600201551,2W,E11,111.54,175.92,42.68,15.60,28.48,374.22,111.54,175.92,42.68,15.60,0.00,122.53,194.88,42.68,15.60,0.00,395.32,395.32
0075000915,YW03,"RBD_CRC_785C-TR5004_WRTY LR SUSPENSION,,",5/1/2020,,,IDR,,,In Process,APX01709,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600170856,2W,G53,"943,483.00","5,025,000.00",0.00,0.00,"43,665,000.00","49,633,483.00","943,483.00","5,025,000.00",0.00,0.00,"43,665,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0075000916,YW03,EXT_WRT_DZ1636 Engine Fuel delution,5/1/2020,,,IDR,,,In Process,RJG02850,PT. THIESS CONTRACTORS INDONESIA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600178942,2W,G51,"4,255,848.00","35,100,000.00",0.00,0.00,"360,000.00","39,715,848.00","4,255,848.00","35,100,000.00",0.00,0.00,"360,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094172,YW01,J183_70- inspect engine leaks HDCT79013,5/4/2020,L8U1004,5/4/2020,USD,C86SC 156555,5/4/2020,Closed,2BW01929,PT. BUKIT MAKMUR MANDIRI UTAMA,0G70,NORTHERN KALIMANTAN,BALIKPAPAN,8600205390,2W,G53,825.06,"2,924.67",0.00,0.00,13.89,"3,763.62",825.06,0.00,0.00,0.00,0.00,666.45,0.00,0.00,0.00,0.00,825.07,825.07
0073094255,YW01,F21YB11A_REPLACE SENSOR OIL ENGINE,5/4/2020,,,USD,,,Ready to submit,ECW03555,PT. KARYA SEMANGAT MANDIRI,0F21,SUMATERA,PEKAN BARU,8600188257,2W,E11,183.91,98.96,85.36,0.00,48.48,416.71,183.91,98.96,0.00,0.00,48.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00
